id,bmc School,first_name,last_name,age,program,level,gender,dob,doa,udid ,aadhar ,disability,severity,address,contact,status mob no,school,age while refering,standard at non special,casestudy,add nd sub,two words,vocab building,TRADITIONAL AND MODERN GAME,mumbai topo,lemon srbat making ,stamping the design ,baseline consolidate ,endline consolidate ,no. of bl,no. of el
476,9,Kathryn,Phil,41,4,1,Female,10/17/2016,1/22/2016,476,2387993993,4,9,Room 1262,4559786070,7394844129,10,8,11,2,2,TRUE,3,10,4,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
477,10,Lambert,Gaspero,29,4,1,Male,10/13/2015,5/17/2013,477,1409243281,2,10,Apt 78,715218107,9106150268,4,19,2,5,4,TRUE,10,5,9,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
478,9,Nataniel,Saffe,15,10,2,Male,10/10/2011,3/11/2010,478,5475515638,5,4,Suite 11,3120863505,5687354484,8,18,11,2,2,FALSE,9,9,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
479,6,Miner,Leavey,13,3,1,Male,7/3/2011,1/7/2011,479,8739179532,2,3,Room 1190,143758292,276683927,7,18,6,8,1,TRUE,1,6,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
480,2,Byram,Ferreres,8,5,3,Male,2/19/2004,11/1/2014,480,3466366437,2,5,Apt 463,1131060792,5894225299,10,11,1,1,9,FALSE,3,4,10,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
481,9,Laurena,Georgelin,39,5,1,Female,7/12/2003,4/2/2012,481,9929429840,7,2,Room 1194,9531713626,4033498591,5,4,6,6,6,FALSE,3,10,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
482,9,Rora,Skipping,44,8,2,Polygender,4/17/2019,9/19/2017,482,4372981473,4,5,Apt 363,8492189045,3065549395,10,28,7,4,3,FALSE,9,9,10,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
483,1,Scot,Aimeric,37,8,1,Male,1/16/2014,4/27/2023,483,5807611551,3,3,Room 1671,8349259833,6859258195,5,25,11,9,2,TRUE,6,1,4,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
484,8,Joly,Lockless,19,10,2,Female,1/31/2002,10/25/2021,484,5226693354,6,4,18th Floor,7427111141,5494218597,6,30,12,2,6,TRUE,9,8,2,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
485,3,Madelin,Bimrose,20,6,1,Bigender,9/18/2009,3/20/2011,485,8905735770,1,4,Apt 324,7622663794,522149421,6,14,6,1,5,FALSE,1,3,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
486,9,Edna,Dunton,37,1,3,Female,8/20/2005,9/23/2008,486,1635767822,7,6,Room 1812,3785885326,9290160098,2,5,9,9,3,TRUE,7,6,9,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
487,3,Ara,Cornwell,22,5,2,Female,3/20/2009,4/20/2013,487,4387576251,2,10,13th Floor,6248984271,9298508840,8,13,10,1,10,FALSE,10,4,6,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
488,8,Marquita,O'Dreain,15,10,2,Female,11/15/2018,2/27/2015,488,9865702312,5,3,PO Box 11939,9453201901,816323771,4,25,4,9,2,FALSE,4,9,2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
489,7,Montague,Woolf,15,2,2,Male,5/26/2011,2/8/2019,489,1880632160,1,5,Room 415,4829389265,9495816114,10,24,6,2,1,TRUE,1,10,10,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
490,5,Starla,Ablett,43,8,2,Female,5/15/2015,4/2/2010,490,5211516265,7,3,18th Floor,2346956562,9290162317,5,11,10,4,8,TRUE,6,9,4,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
491,9,Errick,Jamson,5,8,3,Non-binary,8/24/2013,5/27/2013,491,1314823876,4,6,PO Box 47343,6173569698,6070078357,10,12,11,3,7,TRUE,8,4,10,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
492,3,Leta,O' Connell,49,1,1,Female,6/22/2015,6/7/2011,492,5982356808,7,9,Room 1530,716731673,1462849865,8,20,1,1,4,FALSE,9,3,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
493,3,Stanfield,Feltoe,33,9,1,Male,10/1/2017,5/5/2016,493,8209755927,5,3,Room 11,7810490494,6847718676,5,29,5,3,2,FALSE,3,5,8,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
494,4,Darcie,Beahan,24,9,2,Female,6/17/2010,11/17/2011,494,8952173872,2,4,11th Floor,5567025432,9640805947,5,10,3,4,6,FALSE,2,10,7,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
495,4,Neille,Landsman,45,9,2,Female,7/29/2015,9/14/2021,495,1573010383,6,2,Suite 16,8801791917,2970967677,2,9,2,2,4,TRUE,2,8,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
496,9,Conant,Sturdey,34,5,1,Male,2/22/2018,4/6/2012,496,6521598996,7,1,8th Floor,2918592633,2173976664,10,6,9,10,2,FALSE,9,1,9,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
497,5,Lauraine,Echallie,27,4,1,Female,8/6/2001,5/5/2013,497,6540446241,7,4,Suite 20,7473592734,52197352,8,13,6,7,4,FALSE,10,4,2,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
498,6,Libbey,Pumphreys,19,2,1,Female,9/9/2018,12/26/2007,498,2999587546,2,6,12th Floor,2523406217,8164676233,7,10,9,5,1,TRUE,6,4,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
499,2,Pauletta,Regan,50,10,3,Female,6/13/2003,12/2/2006,499,3331111821,1,5,5th Floor,8358455828,7101728669,4,24,10,8,1,TRUE,3,10,3,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
500,4,Holli,Astlatt,1,9,1,Female,12/16/2004,6/22/2006,500,7432453845,4,5,PO Box 97293,327107235,7020514650,10,11,9,9,6,FALSE,5,7,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
501,1,Beryl,Cicculini,23,4,3,Polygender,9/1/2013,8/31/2022,501,1520004206,2,8,Suite 38,1294269496,834386550,10,18,5,6,3,TRUE,3,7,9,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
502,6,Milena,Aiskrigg,43,6,3,Bigender,11/26/2018,7/28/2005,502,2691816524,7,3,Suite 63,4121612507,4036129597,3,17,8,4,7,TRUE,7,1,10,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
503,4,Sholom,MacKeeg,38,10,2,Male,1/3/2014,4/13/2013,503,6918173170,1,10,Apt 1826,6443998340,2947574400,7,19,9,10,1,FALSE,5,9,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
504,4,Cyndia,Tookill,5,10,2,Female,3/20/2012,12/12/2011,504,65621263,6,5,Room 1391,8110667295,7540211695,6,12,2,5,9,TRUE,1,5,7,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
505,4,Dena,Duester,27,6,2,Female,5/2/2018,9/28/2014,505,4686518067,7,8,PO Box 45550,240343832,9172158174,4,22,12,6,2,FALSE,7,9,9,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
506,5,Elmo,Shimwell,18,10,2,Male,11/4/2005,6/16/2010,506,3639288955,3,8,Apt 169,1469374048,9749098951,8,29,3,2,3,FALSE,2,10,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
507,6,Corbin,Rew,47,7,3,Male,8/19/2015,8/21/2011,507,9893006708,4,5,1st Floor,2770237012,1035762439,1,16,8,4,4,TRUE,1,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
508,6,Jamie,MacGinlay,37,1,3,Male,12/19/2007,6/14/2014,508,5422593413,6,9,Apt 25,4444270004,1655708090,4,5,10,10,9,TRUE,2,6,2,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
509,5,Teodorico,McKeon,15,7,1,Male,9/5/2015,7/31/2010,509,123435234,7,9,Suite 39,2451841559,753077566,6,27,8,10,9,TRUE,10,8,2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
510,7,Adelina,Legat,12,6,3,Non-binary,2/4/2008,3/12/2015,510,3066790738,4,8,17th Floor,7895860453,8676235007,3,11,11,8,2,FALSE,2,3,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
511,1,Joellen,Bownass,15,1,3,Female,9/14/2006,4/29/2010,511,4533922317,5,2,Apt 586,1634061268,9306958595,6,10,1,3,2,FALSE,7,3,9,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
512,7,Glad,Blackaller,4,7,3,Female,3/6/2011,2/15/2013,512,4719384862,6,9,3rd Floor,9058863727,6168677682,3,7,11,1,4,TRUE,6,7,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
513,7,Hildegaard,Redfearn,25,8,1,Female,5/7/2016,9/26/2018,513,7874995287,4,4,PO Box 58336,4990184092,1797884263,3,11,8,4,9,FALSE,5,4,8,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
514,7,Whitby,Ulyat,48,7,1,Male,3/1/2012,12/28/2007,514,5305831385,2,2,8th Floor,6406188519,4732072348,6,7,6,3,2,TRUE,7,4,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
515,3,Ashley,Brakewell,17,7,1,Female,4/11/2013,11/7/2015,515,7835601869,1,8,Room 1922,9043590622,149308507,3,8,12,10,1,TRUE,8,10,3,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
516,9,Brandy,Crosoer,16,10,1,Female,3/4/2002,3/22/2010,516,1966479883,1,6,Room 898,4056820074,8349731397,6,9,4,9,6,TRUE,6,10,4,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
517,6,Jolee,Bransby,10,9,3,Female,5/5/2008,9/8/2016,517,7005451988,2,2,1st Floor,9645639174,4583353669,8,16,2,3,5,TRUE,9,4,5,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
518,3,Land,Huff,34,1,2,Male,1/18/2016,8/21/2014,518,9461510039,3,7,Room 787,4479861130,3686116960,2,10,12,4,7,TRUE,8,2,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
519,7,Ennis,Gidley,23,3,1,Male,11/2/2014,9/19/2016,519,1213016126,3,9,Suite 85,594266173,2216533122,7,28,6,7,3,FALSE,8,4,6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
520,9,May,Eveleigh,20,6,1,Female,8/12/2012,4/7/2008,520,3691632130,6,5,Suite 82,6174500918,5451669031,9,18,6,7,8,FALSE,7,5,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
521,1,Dickie,Malster,39,4,1,Male,6/28/2008,3/13/2016,521,8525221635,5,5,Room 1052,963190997,2477547240,6,5,10,2,1,FALSE,9,6,10,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
522,3,Cordy,Barton,6,6,2,Male,9/9/2009,9/24/2011,522,1647491622,4,9,PO Box 8999,2390422837,1029853657,9,27,12,3,4,FALSE,2,8,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
523,1,Olav,Pinner,6,6,1,Male,6/21/2009,4/23/2023,523,189552182,1,10,Apt 1982,3849880249,8848260500,6,22,12,7,5,TRUE,10,7,6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
524,2,Lorne,Crosi,28,6,1,Genderfluid,5/20/2011,4/23/2020,524,2214314245,6,8,Suite 61,7660905023,8967878559,10,10,7,10,6,TRUE,9,3,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
525,5,Knox,Cashell,17,8,3,Male,9/18/2003,3/12/2014,525,7631676569,1,5,Suite 37,7052171007,7593957071,1,7,7,8,6,FALSE,1,2,10,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
526,2,Charis,Carwithim,4,5,1,Female,2/5/2014,1/17/2018,526,2535937697,5,7,Suite 78,4580592042,6083523184,6,13,1,10,7,FALSE,1,8,9,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
527,7,Nari,Dreus,2,3,1,Female,7/6/2002,7/10/2017,527,5947440865,1,8,Room 696,7787236086,9654247798,10,8,2,6,3,TRUE,5,2,7,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
528,4,Livvie,Maude,45,7,1,Female,1/20/2017,5/25/2023,528,4884721160,6,7,PO Box 60067,493333681,7859312999,2,8,6,1,6,TRUE,5,9,8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
529,3,Nero,Rivalland,14,10,3,Male,9/28/2004,3/15/2015,529,9078707275,7,10,2nd Floor,3654241654,4508295290,2,17,7,10,1,FALSE,3,2,4,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
530,10,Estevan,Swift,40,8,2,Male,10/13/2015,10/9/2021,530,2042146099,5,3,Room 1074,6905507156,4167511401,3,25,3,9,5,TRUE,4,10,3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
531,2,Jeromy,Dake,39,7,3,Male,4/2/2011,4/26/2018,531,7933122558,1,8,2nd Floor,7354204277,4250509966,9,5,4,8,9,TRUE,10,9,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
532,7,Case,Vautrey,4,7,1,Genderqueer,7/28/2014,10/14/2017,532,1856387720,3,3,8th Floor,8048526387,7074728624,2,21,2,9,3,TRUE,6,4,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
533,7,Adriana,Peacey,18,3,1,Female,9/11/2016,5/6/2019,533,7670069988,1,4,13th Floor,308916379,4837482449,8,20,5,4,4,FALSE,6,10,10,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
534,5,Rogers,Luppitt,4,6,2,Male,9/4/2006,2/6/2011,534,4163363157,4,1,PO Box 27057,7241170148,2284963285,5,6,11,8,9,TRUE,4,3,4,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
535,3,Conny,Markwick,10,9,3,Male,12/21/2012,10/6/2020,535,1173333916,5,5,Room 1323,6911279739,5190485625,3,4,5,7,3,TRUE,6,4,7,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
536,2,Winthrop,Yushachkov,7,4,3,Male,8/20/2010,3/4/2019,536,4636226941,6,1,Suite 43,6214222131,9380527284,3,26,12,2,1,FALSE,5,5,6,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
537,7,Gilles,Wigley,26,2,2,Male,9/20/2008,7/30/2012,537,7171184072,4,4,Suite 20,6886836773,8607631896,7,7,1,10,1,TRUE,5,6,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
538,2,Lane,Olifaunt,46,1,3,Male,2/29/2008,11/7/2019,538,6465075555,6,7,PO Box 26140,3986557423,9114371952,2,3,8,1,2,FALSE,6,5,7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
539,2,Larina,St. Quintin,17,10,1,Polygender,11/27/2004,2/28/2008,539,2821377592,2,5,16th Floor,483454494,2275095632,5,8,7,9,7,FALSE,4,10,9,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
540,2,Flss,Harroway,50,3,1,Female,1/20/2012,3/23/2021,540,1751471802,4,7,15th Floor,683316923,1851999280,10,17,10,7,8,TRUE,5,9,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
541,2,Malchy,Artin,40,6,1,Agender,6/3/2017,5/28/2010,541,9338955915,7,10,Room 1824,3132554499,8272209829,8,27,6,1,10,FALSE,10,9,7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
542,2,Kale,Webley,21,3,3,Male,9/9/2011,7/26/2018,542,7348258263,6,3,1st Floor,9324356348,8451159508,5,7,8,5,8,TRUE,7,8,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
543,6,Marji,Retchford,17,10,1,Female,8/5/2013,6/10/2015,543,7663944348,2,8,Room 156,8862045697,9507024816,6,5,7,1,9,FALSE,2,5,10,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
544,5,Hedvig,Brockest,35,3,2,Female,10/20/2015,10/2/2017,544,7975915408,1,6,PO Box 5041,3343754137,2792872802,2,21,6,3,3,FALSE,8,3,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
545,7,Augustine,Carvil,5,4,3,Non-binary,11/26/2009,12/25/2009,545,4786282448,5,5,Apt 1438,5281676148,6819070691,4,3,5,1,8,FALSE,5,6,6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
546,10,Baxie,Gudgin,2,3,1,Male,6/11/2011,8/16/2006,546,3167074531,2,3,Suite 28,7583963591,8040400813,1,22,1,7,1,TRUE,10,5,9,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
547,4,Erek,Tapper,28,3,3,Male,2/5/2016,11/15/2008,547,5362736922,4,7,Apt 1206,4406980628,8015572738,5,19,10,5,6,TRUE,9,4,10,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
548,8,Gunner,Poschel,22,2,2,Genderqueer,2/22/2008,7/1/2016,548,8185907358,7,6,13th Floor,6287501111,9306911173,3,27,12,8,5,TRUE,2,1,10,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
549,10,Doralynne,Marcroft,34,2,3,Female,12/4/2001,4/16/2014,549,3631617828,1,9,7th Floor,9898879602,696309173,6,3,7,8,4,FALSE,7,9,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
550,7,Alma,Foulstone,15,2,1,Female,11/15/2014,7/10/2005,550,5159619038,1,10,PO Box 24179,6785064090,6655104173,1,9,6,5,9,TRUE,7,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
551,9,Karylin,Deluca,33,8,2,Female,5/20/2016,12/29/2016,551,8262773942,7,1,8th Floor,3834135216,4300331928,7,29,8,3,7,TRUE,3,8,3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
552,9,Cameron,Maes,23,2,1,Male,11/7/2002,2/4/2014,552,2348811839,5,9,Suite 64,4710476586,8420298948,2,7,6,2,6,FALSE,6,5,4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
553,9,Dolly,Bercher,16,5,3,Female,11/30/2009,3/2/2014,553,9455112809,3,2,PO Box 49277,490647340,1621110087,3,28,3,6,8,TRUE,2,4,3,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
554,7,Rodina,Besse,8,3,2,Female,4/14/2013,7/9/2018,554,4426185084,2,8,Room 1904,7426129136,9723838850,2,25,10,10,4,TRUE,7,4,8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
555,4,Amargo,Sawday,1,1,1,Bigender,4/4/2005,9/19/2012,555,2648674497,1,7,Room 1899,2204885614,454589972,4,13,10,10,4,TRUE,4,6,9,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
556,9,Dick,Piper,21,9,1,Male,12/27/2015,11/18/2014,556,1393992196,6,10,3rd Floor,4275368940,3722211905,2,11,11,10,1,TRUE,1,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
557,3,Johann,Beedle,2,10,1,Male,5/19/2014,1/8/2009,557,5711283227,4,9,Room 7,8338946974,702797871,10,13,9,10,2,FALSE,2,2,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
558,6,Consolata,Spens,7,8,1,Female,8/30/2016,6/13/2020,558,1724862804,3,3,Suite 50,9331494645,1704101417,4,28,1,7,5,FALSE,3,4,9,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
559,7,Emlen,Szymaniak,35,4,3,Male,2/8/2017,12/11/2019,559,9444818470,1,9,Suite 48,290171075,5260740076,8,23,4,3,3,TRUE,4,3,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
560,10,Raviv,Benford,39,10,3,Male,5/15/2010,3/11/2010,560,2547487241,3,9,PO Box 75248,5288931461,7755764044,3,11,3,10,2,TRUE,1,1,7,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
561,8,Gillan,Baggalley,11,8,1,Female,6/10/2017,12/5/2012,561,1268726362,1,3,4th Floor,8951503526,3791997696,6,12,3,10,10,TRUE,1,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
562,5,Toma,Larkkem,10,10,3,Female,6/16/2009,2/6/2012,562,3843760241,6,3,Apt 56,1733975365,2290985546,10,8,4,4,7,FALSE,6,10,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
563,7,Tremayne,Chisman,12,8,3,Male,12/16/2011,10/24/2013,563,3982043697,4,8,Room 1096,897730895,6824216429,10,20,2,8,5,TRUE,2,6,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
564,6,Valdemar,Partkya,7,10,3,Male,3/27/2012,12/19/2010,564,4085817027,3,4,Room 591,9224587283,7564123737,5,11,5,8,1,FALSE,3,2,10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
565,9,Guilbert,McPeice,3,5,2,Male,2/7/2010,3/5/2010,565,1575094509,6,1,Apt 1569,433749458,6610442819,10,15,5,10,7,TRUE,5,2,4,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
566,8,Armin,Mee,39,8,3,Male,10/26/2002,10/5/2011,566,50279068,6,7,PO Box 84303,2990955976,6114756339,1,13,9,8,2,TRUE,2,10,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
567,2,Darsie,Woodcroft,33,4,2,Genderfluid,4/20/2010,4/23/2006,567,1452343039,7,1,PO Box 47910,5612230729,3736754167,6,5,6,1,1,FALSE,2,8,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
568,4,Porter,Darell,42,5,3,Male,6/7/2013,8/2/2011,568,4229292961,3,2,PO Box 71192,9491934910,4185034326,3,18,6,1,4,FALSE,10,5,4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
569,9,Bette-ann,Corradi,17,5,1,Female,3/16/2009,7/24/2006,569,949993093,2,3,Room 1226,10893458,1397614080,1,3,1,6,3,FALSE,7,5,10,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
570,1,Olenolin,Cannon,24,4,1,Male,3/13/2011,9/20/2020,570,6611874887,7,9,Room 270,9655549062,1704939437,8,22,9,3,10,FALSE,10,4,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
571,10,Tremayne,Rodger,31,9,3,Male,9/24/2012,11/15/2008,571,720379946,1,2,7th Floor,9001575870,9748669475,6,14,2,4,9,FALSE,7,9,4,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
572,4,Alisander,Dunaway,4,8,3,Male,7/13/2012,12/21/2010,572,7828759320,5,10,Apt 226,8355134796,2456821327,5,28,7,9,6,FALSE,9,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
573,6,Tybie,Kernocke,35,2,1,Female,12/9/2009,11/2/2021,573,527158828,3,1,Suite 39,785258574,2035714958,7,4,11,1,6,TRUE,10,10,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
574,7,Annecorinne,Stukings,38,10,1,Female,2/5/2015,9/2/2015,574,9047849272,4,5,Room 945,8889161809,6563136125,2,15,8,9,7,TRUE,2,8,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
575,6,Harmon,Genny,40,7,1,Male,5/19/2017,7/13/2005,575,5428373024,1,7,Room 385,7100069963,7010250693,3,4,10,4,10,FALSE,6,4,9,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
576,6,Berty,Scrivenor,38,10,1,Male,11/24/2014,5/1/2006,576,8054400349,6,10,Apt 240,8881677504,6222167152,8,9,4,10,7,FALSE,1,5,3,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
577,8,Alasdair,Raymen,22,6,3,Male,2/4/2009,5/20/2023,577,937957127,4,7,Apt 162,7907728649,72331100,2,8,5,6,1,FALSE,9,8,4,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
578,8,Peyter,Dine-Hart,4,10,3,Male,5/4/2003,3/2/2006,578,4704750981,3,2,Room 457,9254082368,9111011807,9,24,5,9,9,TRUE,2,8,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
579,1,Kellsie,Veck,41,3,3,Female,9/13/2007,12/7/2021,579,4640592361,6,10,Apt 938,9866070751,2174679590,4,30,6,3,9,FALSE,2,4,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
580,9,Cleavland,Scritch,17,9,2,Male,4/27/2011,8/13/2011,580,9995071061,1,3,Room 1907,4359780613,1855817098,8,29,6,4,5,TRUE,3,9,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
581,9,Walther,Basson,20,2,1,Male,10/20/2015,11/26/2011,581,8133866669,1,7,Suite 10,7234287299,6242414368,9,7,9,2,2,FALSE,6,4,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
582,1,Dode,Gracey,3,5,2,Agender,8/8/2018,10/31/2017,582,5178254740,5,9,1st Floor,1357881312,4681015822,3,27,12,9,9,TRUE,6,4,4,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
583,6,Inness,Gaitskill,47,3,1,Male,9/24/2008,1/5/2010,583,7973381848,5,2,Suite 52,1691947407,1706094264,7,19,1,6,1,FALSE,10,2,4,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
584,8,Aloin,Northeast,4,8,1,Male,2/8/2002,9/13/2009,584,841752079,2,1,3rd Floor,6302385288,1117158004,10,17,8,2,2,TRUE,7,4,8,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
585,3,Waiter,Vasilchenko,43,2,2,Male,10/11/2013,6/16/2022,585,7019635083,6,2,Apt 1474,9269621979,7881896086,6,28,6,10,7,FALSE,4,1,8,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
586,5,Cicely,Obell,42,5,3,Female,4/24/2003,8/22/2018,586,5868439309,5,1,PO Box 11885,1723861839,546502784,2,27,12,3,9,TRUE,6,9,4,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
587,7,Marigold,Corneck,10,3,2,Female,3/27/2004,7/21/2013,587,3106394129,2,4,Suite 78,9890988348,8591562267,8,15,5,10,10,TRUE,5,2,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
588,6,Kristal,Gabbitas,34,1,3,Female,5/5/2012,10/4/2005,588,4386846220,2,6,Apt 1279,1417755512,8318791967,2,23,2,7,8,FALSE,3,10,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
589,4,Teodora,Lyffe,10,10,3,Female,8/3/2017,5/21/2012,589,3029998770,3,4,4th Floor,475948262,9912726294,1,18,9,9,8,FALSE,7,10,9,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
590,9,Vivie,Bengoechea,10,10,1,Female,5/14/2016,11/9/2017,590,8622027716,6,9,7th Floor,5386056948,4457549495,10,18,5,3,2,FALSE,7,4,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
591,4,Hastie,Syalvester,31,10,2,Polygender,3/29/2009,4/17/2014,591,2823209654,3,8,1st Floor,1183978510,8470428330,2,24,12,1,9,TRUE,5,6,6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
592,4,Dela,Ordidge,22,8,3,Female,1/25/2012,5/26/2020,592,7571423074,2,1,PO Box 70265,4357091063,7418867425,10,7,8,8,6,TRUE,9,8,2,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
593,9,Etty,Tumulty,49,4,1,Female,4/28/2005,3/27/2013,593,5311117931,3,8,Apt 1290,816139350,9595993646,9,22,4,5,3,FALSE,7,7,9,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
594,10,Reid,Staunton,20,1,3,Male,10/18/2008,8/22/2011,594,987047736,6,3,PO Box 52885,9555367779,3307585088,6,12,5,9,1,FALSE,6,2,2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
